id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link
953892092589367296,2018-01-17,07:29:31,SE Asia Standard Time,39393977,irzaip,Beginilah baja menempa besi. Serius semuah. Like dooonnnggg..  https://fb.me/b2s3QNHdg ,0,0,0,,[],https://twitter.com/irzaip/status/953892092589367296/
952062613294403584,2018-01-12,06:19:50,SE Asia Standard Time,39393977,irzaip,Manusia yang gak banyak nyinyir  https://fb.me/1Pzy2tekS ,0,0,0,,[],https://twitter.com/irzaip/status/952062613294403584/
948576337916317696,2018-01-03,15:26:37,SE Asia Standard Time,39393977,irzaip,Hoax yang membangun.bwahaha ha ha...,0,0,0,,[],https://twitter.com/irzaip/status/948576337916317696/
947503412907855874,2017-12-31,16:23:12,SE Asia Standard Time,39393977,irzaip,Selamat berlibur temanku semua...cieee... kalender baru nii yeeee...,0,0,0,,[],https://twitter.com/irzaip/status/947503412907855874/
947328437290614784,2017-12-30,04:47:54,SE Asia Standard Time,39393977,irzaip,Kecebong dan Geng Bumi Datar telah sepakat besok adalah hari Tahun baru 2018,0,0,0,,[],https://twitter.com/irzaip/status/947328437290614784/
943856228555546625,2017-12-21,14:50:35,SE Asia Standard Time,39393977,irzaip,"LGBT itu normal, karena mereka terlahir dari pasangan sejenis.",0,0,0,,[],https://twitter.com/irzaip/status/943856228555546625/
941594153561018369,2017-12-15,09:01:54,SE Asia Standard Time,39393977,irzaip, https://fb.me/1FMH7w2m4 ,0,0,0,,[],https://twitter.com/irzaip/status/941594153561018369/
937571768843276288,2017-12-03,06:38:23,SE Asia Standard Time,39393977,irzaip,Kenapa mereka lebih suka posting berita buruk agama lain ketimbang kebaikan agamanya sendiri.,0,0,0,,[],https://twitter.com/irzaip/status/937571768843276288/
937557859163926528,2017-12-03,05:43:07,SE Asia Standard Time,39393977,irzaip, http://fb.me/1J9pOnqyy ,0,0,0,,[],https://twitter.com/irzaip/status/937557859163926528/
937283523114946561,2017-12-03,11:33:00,SE Asia Standard Time,39393977,irzaip,Mereka bilang seperti buih. Tunggu konsentratnya terpisah. Yang gak disitu jelas bukan bagian konsentrat.,0,0,0,,[],https://twitter.com/irzaip/status/937283523114946561/
937215506473537536,2017-12-02,07:02:44,SE Asia Standard Time,39393977,irzaip,Lucu melihat mereka mencoba menghitung jumlah peserta acara Monas kemarin.,0,0,0,,[],https://twitter.com/irzaip/status/937215506473537536/
937180058665521152,2017-12-02,04:41:52,SE Asia Standard Time,39393977,irzaip,Rating media jujur jaman Now:1. Yahoo messenger2. Viber3. Instagram,0,0,0,,[],https://twitter.com/irzaip/status/937180058665521152/
908612724808065025,2017-09-15,08:45:29,SE Asia Standard Time,39393977,irzaip,Harus bisa meraih momentum kembali,0,0,0,,[],https://twitter.com/irzaip/status/908612724808065025/
907276590706544641,2017-09-11,16:16:10,SE Asia Standard Time,39393977,irzaip,"Gas, Gas, Gas*kata seorang singapur",0,0,0,,[],https://twitter.com/irzaip/status/907276590706544641/
899945113400610816,2017-08-22,10:43:29,SE Asia Standard Time,39393977,irzaip,Semut import doyannya gula import.,0,0,0,,[],https://twitter.com/irzaip/status/899945113400610816/
899917551081336832,2017-08-22,08:53:58,SE Asia Standard Time,39393977,irzaip,uᴉdn ⅋ uᴉdᴉ,0,0,0,,[],https://twitter.com/irzaip/status/899917551081336832/
899162560250994688,2017-08-19,06:53:54,SE Asia Standard Time,39393977,irzaip,Kami bukan orang Polandia!! — kesal,0,0,0,,[],https://twitter.com/irzaip/status/899162560250994688/
898408190986956800,2017-08-17,04:56:19,SE Asia Standard Time,39393977,irzaip,Perlu fokus yg kuat untuk berubah yg baik.,0,0,0,,[],https://twitter.com/irzaip/status/898408190986956800/
